source_ip,destination_ip,source_port,destination_port,protocol,packet_size,packet_count,flow_duration,tcp_flags,connection_frequency,connection_density,reputation_score,label,attack_category
192.168.1.21,203.0.113.30,56396,443,TCP,353,21,1.272,A,6.0,4.0,0,0,Normal
192.168.1.14,203.0.113.41,47574,8080,TCP,100,21,9.3816,A,1.0,1.0,12,0,Normal
192.168.1.100,185.156.177.5,15412,443,TCP,1269,158,20.3145,A,4.0,1.0,87,1,Malware
192.168.1.90,203.0.113.26,33995,443,TCP,1210,8,6.1142,A,5.0,1.0,1,0,Normal
203.0.113.195,192.168.1.20,6854,22,TCP,195,32,3.8683,PA,60.0,1.0,82,1,Brute Force
192.168.1.20,203.0.113.88,9953,80,TCP,233,12,0.2766,PA,7.0,1.0,77,1,Phishing
192.168.1.45,203.0.113.17,43064,443,TCP,184,25,0.9238,A,10.0,3.0,0,0,Normal
192.168.1.20,203.0.113.24,41028,22,TCP,1013,8,8.8602,A,2.0,1.0,10,0,Normal
192.168.1.70,203.0.113.14,13209,80,TCP,229,16,7.4778,A,1.0,3.0,7,0,Normal
192.168.1.22,203.0.113.26,63086,80,TCP,966,29,0.5419,A,10.0,2.0,6,0,Normal
192.168.1.57,203.0.113.49,3897,53,TCP,1010,4,0.7181,A,7.0,5.0,10,0,Normal
192.168.1.81,203.0.113.44,45620,443,UDP,73,3,9.5702,,5.0,1.0,9,0,Normal
192.168.1.62,203.0.113.49,37840,443,UDP,734,25,6.9943,,4.0,2.0,14,0,Normal
192.168.1.69,203.0.113.39,28103,443,TCP,1201,21,5.7351,A,7.0,3.0,4,0,Normal
192.168.1.30,203.0.113.18,40029,443,UDP,635,11,9.5659,,2.0,4.0,2,0,Normal
192.168.1.99,198.51.100.42,63895,8080,TCP,237,10,0.257,PA,14.0,1.0,90,1,Botnet
192.168.1.15,203.0.113.12,17920,80,UDP,156,13,1.5458,,9.0,5.0,12,0,Normal
192.168.1.50,203.0.113.30,15558,80,UDP,439,24,0.6965,,5.0,2.0,11,0,Normal
192.168.1.25,203.0.113.24,29718,8080,UDP,1137,11,7.6418,,4.0,3.0,4,0,Normal
192.168.1.77,203.0.113.1,28593,443,TCP,187,19,4.0623,A,5.0,5.0,13,0,Normal
192.168.1.99,198.51.100.42,3574,8080,TCP,164,9,1.7929,PA,44.0,1.0,98,1,Botnet
198.51.100.42,192.168.1.50,13818,80,TCP,115,2940,1.381,S,753.0,1.0,86,1,DDoS
203.0.113.14,192.168.1.15,22706,80,TCP,3274,11,1.6225,PA,4.0,1.0,21,1,SQL Injection
192.168.1.47,203.0.113.16,6270,443,UDP,877,14,1.603,,10.0,2.0,0,0,Normal
203.0.113.195,192.168.1.50,39956,80,TCP,103,4541,1.1229,S,882.0,1.0,88,1,DDoS
192.0.2.89,192.168.1.253,59317,40,UDP,64,1,0.0171,,47.0,38.0,64,1,Reconnaissance
203.0.113.195,192.168.1.20,4561,3389,TCP,187,39,2.2605,PA,147.0,1.0,88,1,Brute Force
203.0.113.21,192.168.1.15,46809,80,TCP,3592,7,2.7528,PA,8.0,1.0,35,1,SQL Injection
203.0.113.21,192.168.1.15,60012,80,TCP,2007,11,0.6973,PA,2.0,1.0,20,1,SQL Injection
192.168.1.50,203.0.113.24,15087,443,TCP,438,30,9.066,A,6.0,5.0,8,0,Normal
192.168.1.47,203.0.113.44,29869,80,TCP,1328,23,3.4044,A,8.0,3.0,1,0,Normal
203.0.113.195,192.168.1.50,63667,80,TCP,70,4298,1.4031,S,925.0,1.0,96,1,DDoS
192.168.1.56,203.0.113.41,43223,443,TCP,536,3,6.6676,A,2.0,1.0,0,0,Normal
192.0.2.89,192.168.1.10,65417,200,TCP,64,1,0.0693,S,346.0,57.0,50,1,Port Scan
192.168.1.32,203.0.113.15,19205,443,TCP,322,14,9.3775,A,4.0,4.0,1,0,Normal
203.0.113.195,192.168.1.50,34216,80,TCP,102,4946,0.9776,S,296.0,1.0,92,1,DDoS
192.168.1.68,203.0.113.43,43880,22,UDP,1324,13,6.1698,,3.0,5.0,11,0,Normal
203.0.113.195,192.168.1.20,23706,22,TCP,220,11,2.5517,PA,34.0,1.0,81,1,Brute Force
192.168.1.99,198.51.100.42,27733,8080,TCP,209,8,1.8915,PA,45.0,1.0,90,1,Botnet
192.168.1.68,203.0.113.32,5853,22,TCP,856,20,7.1741,A,8.0,3.0,1,0,Normal
192.168.1.80,203.0.113.27,52030,80,TCP,558,25,9.9612,A,9.0,3.0,4,0,Normal
203.0.113.195,192.168.1.50,47990,80,TCP,66,2343,0.1039,S,702.0,1.0,99,1,DDoS
192.168.1.86,203.0.113.88,25729,80,TCP,378,15,1.277,PA,3.0,1.0,75,1,Phishing
192.168.1.72,203.0.113.13,14951,80,TCP,705,15,2.5585,A,7.0,2.0,9,0,Normal
192.168.1.49,203.0.113.3,7955,80,TCP,1164,17,2.5552,A,10.0,1.0,5,0,Normal
192.168.1.80,203.0.113.19,44375,443,TCP,370,21,2.1962,A,4.0,3.0,10,0,Normal
192.168.1.65,203.0.113.19,57123,22,TCP,206,6,0.1622,A,1.0,5.0,1,0,Normal
192.168.1.37,203.0.113.19,43173,53,TCP,1450,16,0.4735,A,4.0,1.0,13,0,Normal
192.168.1.60,203.0.113.7,34475,80,TCP,561,11,0.1493,A,2.0,1.0,12,0,Normal
192.0.2.89,192.168.1.10,26752,5481,TCP,64,2,0.0341,S,498.0,86.0,67,1,Port Scan
192.168.1.100,185.156.177.5,52794,443,TCP,1416,137,22.1427,A,4.0,1.0,85,1,Malware
203.0.113.195,192.168.1.50,16159,80,TCP,111,4248,0.5952,S,391.0,1.0,87,1,DDoS
198.51.100.42,192.168.1.50,17790,80,TCP,78,4144,0.2272,S,552.0,1.0,90,1,DDoS
192.168.1.64,203.0.113.16,15812,443,UDP,1191,25,0.0711,,4.0,4.0,5,0,Normal
192.168.1.58,203.0.113.45,7510,22,TCP,1309,23,7.2583,A,3.0,1.0,11,0,Normal
192.168.1.65,203.0.113.9,60458,443,TCP,318,19,5.2273,A,8.0,1.0,11,0,Normal
192.168.1.49,203.0.113.15,38087,443,UDP,952,6,1.0731,,2.0,5.0,13,0,Normal
192.168.1.99,198.51.100.42,14880,8080,TCP,291,8,0.9811,PA,40.0,1.0,92,1,Botnet
192.0.2.89,192.168.1.10,47159,5566,TCP,64,1,0.0484,S,441.0,94.0,69,1,Port Scan
192.168.1.27,203.0.113.29,57259,22,TCP,201,9,5.4794,A,7.0,5.0,4,0,Normal
203.0.113.195,192.168.1.50,34350,80,TCP,70,3047,1.0203,S,726.0,1.0,89,1,DDoS
192.168.1.93,203.0.113.9,12042,443,TCP,1040,26,1.6335,A,1.0,2.0,6,0,Normal
192.168.1.100,185.156.177.5,41331,443,TCP,1329,80,9.8774,A,3.0,1.0,92,1,Malware
192.168.1.28,203.0.113.23,19292,443,TCP,496,23,7.3141,A,9.0,1.0,2,0,Normal
203.0.113.195,192.168.1.50,28644,80,TCP,80,606,0.1506,S,412.0,1.0,86,1,DDoS
192.168.1.49,203.0.113.35,19177,443,TCP,1489,25,1.5012,A,3.0,2.0,14,0,Normal
192.168.1.50,203.0.113.9,33662,443,UDP,324,14,6.9576,,2.0,2.0,11,0,Normal
192.168.1.31,203.0.113.16,48069,443,TCP,148,9,8.9861,A,3.0,5.0,2,0,Normal
192.168.1.17,203.0.113.36,28413,443,TCP,160,13,4.0775,A,7.0,2.0,0,0,Normal
192.168.1.100,185.156.177.5,45731,443,TCP,1435,283,24.5722,A,5.0,1.0,86,1,Malware
192.168.1.17,203.0.113.9,41073,443,TCP,523,20,1.3289,A,2.0,1.0,5,0,Normal
192.168.1.53,203.0.113.17,40228,443,TCP,915,5,6.8295,A,2.0,4.0,9,0,Normal
192.168.1.15,203.0.113.4,25804,22,TCP,1309,30,0.4184,A,3.0,5.0,6,0,Normal
198.51.100.42,192.168.1.50,8844,80,TCP,114,3671,0.3271,S,781.0,1.0,87,1,DDoS
192.168.1.67,203.0.113.36,53548,443,TCP,479,30,9.3895,A,7.0,4.0,0,0,Normal
203.0.113.195,192.168.1.50,33863,80,TCP,69,4272,0.6364,S,917.0,1.0,97,1,DDoS
192.168.1.87,203.0.113.47,61963,443,TCP,236,7,5.7076,A,7.0,3.0,11,0,Normal
192.168.1.28,203.0.113.27,4985,22,TCP,1254,12,2.8765,A,5.0,3.0,1,0,Normal
192.168.1.100,185.156.177.5,29923,443,TCP,1315,417,36.2154,A,3.0,1.0,85,1,Malware
203.0.113.39,192.168.1.15,20835,80,TCP,3378,7,0.8367,PA,8.0,1.0,13,1,SQL Injection
192.168.1.16,203.0.113.17,6821,80,TCP,364,12,2.5647,A,7.0,2.0,10,0,Normal
203.0.113.195,192.168.1.20,62682,22,TCP,138,31,3.1352,PA,93.0,1.0,83,1,Brute Force
192.0.2.89,192.168.1.10,49514,9844,TCP,64,3,0.0686,S,184.0,64.0,56,1,Port Scan
192.168.1.99,198.51.100.42,37704,8080,TCP,270,6,0.2094,PA,44.0,1.0,93,1,Botnet
192.168.1.95,203.0.113.18,15763,443,TCP,597,10,9.4929,A,1.0,2.0,2,0,Normal
192.168.1.99,198.51.100.42,6180,8080,TCP,195,4,1.9623,PA,27.0,1.0,95,1,Botnet
192.168.1.16,203.0.113.37,57618,443,TCP,863,17,9.1622,A,10.0,3.0,15,0,Normal
198.51.100.42,192.168.1.50,22704,80,TCP,94,3453,0.7112,S,777.0,1.0,100,1,DDoS
203.0.113.195,192.168.1.50,57204,80,TCP,119,1020,0.3921,S,487.0,1.0,89,1,DDoS
198.51.100.42,192.168.1.50,6206,80,TCP,103,3220,0.8113,S,549.0,1.0,90,1,DDoS
192.168.1.90,203.0.113.20,50858,443,TCP,1284,15,1.4345,A,6.0,5.0,12,0,Normal
192.168.1.72,203.0.113.20,27046,443,UDP,978,12,1.8254,,4.0,1.0,14,0,Normal
198.51.100.42,192.168.1.50,58047,80,TCP,113,1987,0.2716,S,492.0,1.0,86,1,DDoS
192.168.1.71,203.0.113.8,44782,80,UDP,1396,11,5.4492,,4.0,2.0,5,0,Normal
192.168.1.69,203.0.113.42,62690,80,UDP,302,16,3.017,,6.0,3.0,6,0,Normal
192.168.1.65,203.0.113.12,48104,22,TCP,178,28,4.5335,A,7.0,2.0,14,0,Normal
192.168.1.13,203.0.113.26,15835,80,UDP,1458,6,9.0376,,1.0,5.0,3,0,Normal
192.168.1.71,203.0.113.48,33509,80,TCP,793,19,9.1983,A,3.0,1.0,2,0,Normal
192.168.1.58,203.0.113.16,25164,443,UDP,1188,26,4.4719,,9.0,3.0,10,0,Normal
192.168.1.59,203.0.113.25,11275,80,TCP,806,9,8.1583,A,5.0,2.0,13,0,Normal
192.0.2.89,192.168.1.165,59297,336,UDP,64,1,0.0349,,62.0,31.0,49,1,Reconnaissance
192.168.1.70,203.0.113.20,15609,443,UDP,1011,17,4.5351,,10.0,4.0,12,0,Normal
203.0.113.1,192.168.1.15,45717,80,TCP,2053,9,2.1143,PA,2.0,1.0,39,1,SQL Injection
192.168.1.14,203.0.113.34,51040,443,TCP,1498,23,3.5775,A,3.0,4.0,2,0,Normal
192.0.2.89,192.168.1.10,2635,2491,TCP,64,2,0.0858,S,141.0,96.0,54,1,Port Scan
192.0.2.89,192.168.1.10,5330,434,TCP,64,3,0.0308,S,343.0,94.0,75,1,Port Scan
192.168.1.17,203.0.113.29,9112,80,UDP,509,27,7.633,,9.0,1.0,15,0,Normal
198.51.100.42,192.168.1.50,11803,80,TCP,83,3375,0.8253,S,600.0,1.0,90,1,DDoS
192.168.1.38,203.0.113.16,60431,443,UDP,118,26,6.0133,,3.0,5.0,15,0,Normal
192.168.1.28,203.0.113.21,52410,80,TCP,768,10,1.2869,A,6.0,5.0,11,0,Normal
192.168.1.99,198.51.100.42,55238,8080,TCP,263,5,1.4171,PA,38.0,1.0,93,1,Botnet
192.168.1.46,203.0.113.6,46854,443,TCP,453,22,8.9373,A,10.0,5.0,5,0,Normal
192.168.1.14,203.0.113.37,1117,443,TCP,808,12,8.5301,A,4.0,3.0,7,0,Normal
192.168.1.24,203.0.113.15,9491,80,UDP,930,10,4.2739,,9.0,3.0,1,0,Normal
203.0.113.195,192.168.1.20,31795,3389,TCP,175,26,2.5564,PA,93.0,1.0,83,1,Brute Force
192.168.1.34,203.0.113.22,51125,443,UDP,388,19,8.2994,,4.0,4.0,1,0,Normal
192.168.1.30,203.0.113.10,7490,80,TCP,1070,3,1.2556,A,7.0,1.0,11,0,Normal
192.168.1.78,203.0.113.40,43282,443,UDP,1197,30,2.2304,,9.0,5.0,5,0,Normal
192.168.1.71,203.0.113.39,47298,443,TCP,1073,5,6.6655,A,7.0,3.0,8,0,Normal
192.168.1.62,203.0.113.6,52099,443,TCP,1043,15,2.011,A,8.0,3.0,4,0,Normal
192.168.1.40,203.0.113.12,10536,443,UDP,507,9,9.8217,,3.0,2.0,5,0,Normal
192.168.1.61,203.0.113.5,61293,443,TCP,1105,25,0.1787,A,2.0,5.0,9,0,Normal
192.168.1.46,203.0.113.22,17654,80,TCP,772,7,5.6065,A,10.0,2.0,5,0,Normal
192.168.1.13,203.0.113.88,12731,80,TCP,390,8,1.0529,PA,8.0,1.0,67,1,Phishing
192.168.1.89,203.0.113.26,55623,80,ICMP,1044,23,8.6463,,4.0,1.0,3,0,Normal
192.168.1.50,203.0.113.38,35861,53,TCP,620,4,3.9742,A,8.0,3.0,3,0,Normal
192.168.1.12,203.0.113.37,55266,80,TCP,76,10,4.8608,A,6.0,2.0,9,0,Normal
192.168.1.16,203.0.113.14,51628,8080,TCP,1401,6,5.6212,A,3.0,1.0,2,0,Normal
192.168.1.10,203.0.113.32,15425,80,UDP,853,27,1.7534,,1.0,5.0,9,0,Normal
203.0.113.7,192.168.1.15,44537,80,TCP,3085,6,2.3262,PA,8.0,1.0,25,1,SQL Injection
192.168.1.99,198.51.100.42,3975,8080,TCP,122,6,0.9134,PA,27.0,1.0,91,1,Botnet
203.0.113.195,192.168.1.20,6102,22,TCP,151,28,3.3049,PA,78.0,1.0,86,1,Brute Force
192.168.1.99,198.51.100.42,39751,8080,TCP,100,7,1.6413,PA,11.0,1.0,94,1,Botnet
192.168.1.91,203.0.113.88,12081,80,TCP,269,6,1.1477,PA,3.0,1.0,64,1,Phishing
192.168.1.89,203.0.113.18,21175,443,UDP,477,5,5.72,,7.0,5.0,12,0,Normal
198.51.100.42,192.168.1.50,31351,80,TCP,73,2266,0.331,S,702.0,1.0,100,1,DDoS
192.168.1.23,203.0.113.4,16184,443,UDP,1296,5,9.851,,3.0,2.0,14,0,Normal
192.168.1.47,203.0.113.16,43755,443,TCP,1446,15,7.6488,A,8.0,3.0,15,0,Normal
192.168.1.77,203.0.113.33,43540,443,TCP,924,20,3.5306,A,4.0,5.0,9,0,Normal
203.0.113.195,192.168.1.20,14328,3389,TCP,135,16,4.8153,PA,116.0,1.0,90,1,Brute Force
203.0.113.195,192.168.1.20,12931,22,TCP,134,21,4.0984,PA,92.0,1.0,92,1,Brute Force
192.168.1.61,203.0.113.88,18868,80,TCP,200,5,0.3824,PA,10.0,1.0,74,1,Phishing
198.51.100.42,192.168.1.50,26952,80,TCP,121,2939,0.9303,S,516.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.20,28535,22,TCP,212,18,1.1321,PA,82.0,1.0,87,1,Brute Force
203.0.113.7,192.168.1.15,24158,80,TCP,4114,9,1.5666,PA,3.0,1.0,40,1,SQL Injection
192.168.1.11,203.0.113.30,31459,443,TCP,225,17,1.108,A,10.0,3.0,4,0,Normal
192.168.1.99,198.51.100.42,38334,8080,TCP,219,8,1.4661,PA,21.0,1.0,95,1,Botnet
192.168.1.70,203.0.113.20,23946,22,UDP,394,6,5.2949,,8.0,4.0,6,0,Normal
192.168.1.41,203.0.113.29,28979,443,TCP,544,12,9.8746,A,6.0,5.0,9,0,Normal
192.168.1.45,203.0.113.32,61065,80,UDP,1335,19,8.5009,,10.0,3.0,12,0,Normal
192.168.1.96,203.0.113.11,23875,443,TCP,911,12,6.578,A,4.0,3.0,10,0,Normal
192.168.1.44,203.0.113.15,50419,80,TCP,662,11,7.4558,A,5.0,3.0,2,0,Normal
192.0.2.89,192.168.1.63,52909,0,ICMP,32,2,0.0145,,67.0,28.0,54,1,Reconnaissance
192.168.1.68,203.0.113.5,38701,22,UDP,903,11,2.6453,,9.0,5.0,5,0,Normal
192.168.1.99,198.51.100.42,10599,8080,TCP,285,8,1.0064,PA,23.0,1.0,99,1,Botnet
192.168.1.71,203.0.113.30,44868,443,TCP,1155,29,6.429,A,9.0,5.0,8,0,Normal
192.168.1.64,203.0.113.28,7561,443,TCP,386,10,1.0451,A,1.0,5.0,14,0,Normal
192.168.1.92,203.0.113.17,9483,53,TCP,1479,4,1.7416,A,8.0,1.0,15,0,Normal
203.0.113.195,192.168.1.50,22442,80,TCP,124,3258,1.2205,S,335.0,1.0,89,1,DDoS
192.168.1.99,198.51.100.42,3467,8080,TCP,177,10,0.8249,PA,14.0,1.0,92,1,Botnet
192.168.1.13,203.0.113.31,48441,80,TCP,521,22,5.6701,A,1.0,2.0,11,0,Normal
192.168.1.14,203.0.113.27,8012,443,UDP,299,7,2.0484,,8.0,3.0,12,0,Normal
192.168.1.99,198.51.100.42,57668,8080,TCP,186,8,1.2932,PA,40.0,1.0,90,1,Botnet
192.0.2.89,192.168.1.10,37421,4278,TCP,64,3,0.0367,S,202.0,62.0,58,1,Port Scan
198.51.100.42,192.168.1.50,46621,80,TCP,111,4940,0.1673,S,409.0,1.0,94,1,DDoS
192.168.1.34,203.0.113.88,59367,80,TCP,299,8,0.603,PA,6.0,1.0,65,1,Phishing
192.168.1.88,203.0.113.39,18399,22,TCP,489,16,6.5637,A,1.0,3.0,7,0,Normal
203.0.113.47,192.168.1.15,44493,80,TCP,4061,5,2.4787,PA,7.0,1.0,20,1,SQL Injection
203.0.113.2,192.168.1.15,47604,80,TCP,4478,7,0.7242,PA,7.0,1.0,25,1,SQL Injection
203.0.113.195,192.168.1.20,29738,3389,TCP,209,16,1.2338,PA,59.0,1.0,91,1,Brute Force
192.168.1.53,203.0.113.12,63102,443,TCP,398,4,1.6283,A,9.0,5.0,8,0,Normal
192.0.2.89,192.168.1.10,28688,3294,TCP,64,1,0.0525,S,128.0,89.0,75,1,Port Scan
192.168.1.72,203.0.113.41,16344,22,ICMP,343,3,0.1723,,6.0,4.0,3,0,Normal
192.168.1.74,203.0.113.15,15148,80,UDP,84,9,2.3049,,4.0,2.0,8,0,Normal
192.168.1.42,203.0.113.5,27781,443,UDP,967,17,0.6865,,2.0,4.0,14,0,Normal
203.0.113.195,192.168.1.20,24957,22,TCP,216,29,4.0036,PA,70.0,1.0,87,1,Brute Force
192.168.1.80,203.0.113.17,59917,80,TCP,180,26,1.7439,A,6.0,2.0,1,0,Normal
192.168.1.24,203.0.113.25,6151,80,UDP,536,8,7.3498,,9.0,3.0,15,0,Normal
192.168.1.41,203.0.113.21,12206,80,TCP,123,10,2.1757,A,3.0,1.0,4,0,Normal
192.168.1.100,185.156.177.5,36425,443,TCP,1283,282,57.6687,A,2.0,1.0,89,1,Malware
192.168.1.86,203.0.113.27,4439,443,TCP,183,14,4.3991,A,7.0,3.0,14,0,Normal
192.168.1.65,203.0.113.9,48842,443,TCP,272,27,8.3187,A,8.0,4.0,10,0,Normal
192.168.1.12,203.0.113.34,55080,443,TCP,911,11,1.0676,A,10.0,2.0,8,0,Normal
192.168.1.16,203.0.113.41,4303,443,UDP,800,15,6.4018,,4.0,5.0,14,0,Normal
192.0.2.89,192.168.1.10,11122,2948,TCP,64,1,0.0323,S,70.0,87.0,75,1,Port Scan
192.168.1.99,198.51.100.42,46118,8080,TCP,285,8,1.505,PA,25.0,1.0,97,1,Botnet
192.168.1.66,203.0.113.31,17349,443,UDP,448,23,4.5192,,2.0,2.0,3,0,Normal
192.0.2.89,192.168.1.10,9543,8414,TCP,64,1,0.0243,S,227.0,94.0,67,1,Port Scan
192.168.1.19,203.0.113.33,28282,443,TCP,1321,28,0.5095,A,2.0,4.0,1,0,Normal
192.168.1.22,203.0.113.24,57578,443,TCP,1056,29,2.9206,A,1.0,2.0,4,0,Normal
192.168.1.100,185.156.177.5,24126,443,TCP,1362,141,45.437,A,1.0,1.0,92,1,Malware
192.168.1.15,203.0.113.9,7710,80,TCP,423,8,1.4296,A,8.0,4.0,8,0,Normal
192.168.1.95,203.0.113.34,17393,22,TCP,1205,10,4.5495,A,3.0,1.0,11,0,Normal
192.168.1.15,203.0.113.20,57198,443,TCP,370,12,1.452,A,7.0,2.0,12,0,Normal
192.168.1.19,203.0.113.23,45531,443,TCP,1467,13,8.111,A,10.0,4.0,6,0,Normal
192.0.2.89,192.168.1.10,60581,4824,TCP,64,2,0.0448,S,476.0,51.0,59,1,Port Scan
198.51.100.42,192.168.1.50,33936,80,TCP,98,596,0.7505,S,370.0,1.0,85,1,DDoS
203.0.113.195,192.168.1.20,57396,3389,TCP,208,29,1.7579,PA,117.0,1.0,94,1,Brute Force
198.51.100.42,192.168.1.50,33584,80,TCP,84,2213,1.4267,S,812.0,1.0,95,1,DDoS
192.168.1.76,203.0.113.32,28163,53,TCP,612,10,1.858,A,8.0,4.0,10,0,Normal
192.168.1.90,203.0.113.21,53111,443,TCP,391,8,9.1214,A,10.0,2.0,0,0,Normal
192.168.1.74,203.0.113.24,28441,443,TCP,881,5,3.4994,A,2.0,2.0,4,0,Normal
192.168.1.51,203.0.113.31,2844,443,TCP,819,23,5.7313,A,3.0,2.0,9,0,Normal
192.168.1.87,203.0.113.19,8693,80,TCP,724,5,9.2414,A,7.0,2.0,1,0,Normal
192.168.1.99,203.0.113.8,10961,443,TCP,714,21,3.1649,A,10.0,4.0,7,0,Normal
192.168.1.67,203.0.113.22,29590,443,TCP,1012,10,6.6871,A,3.0,4.0,5,0,Normal
192.168.1.99,198.51.100.42,55200,8080,TCP,119,7,0.7369,PA,26.0,1.0,99,1,Botnet
203.0.113.195,192.168.1.50,34733,80,TCP,77,2177,0.4122,S,751.0,1.0,86,1,DDoS
192.168.1.14,203.0.113.30,3881,443,TCP,1239,11,5.349,A,4.0,2.0,2,0,Normal
192.0.2.89,192.168.1.10,54692,1250,TCP,64,2,0.0752,S,311.0,92.0,79,1,Port Scan
192.168.1.63,203.0.113.12,58920,53,TCP,826,6,5.3879,A,7.0,5.0,13,0,Normal
192.168.1.99,198.51.100.42,36137,8080,TCP,183,8,0.5981,PA,44.0,1.0,90,1,Botnet
192.168.1.49,203.0.113.31,26547,443,TCP,689,12,7.5033,A,1.0,1.0,12,0,Normal
192.168.1.96,203.0.113.6,12667,80,TCP,1093,21,9.1565,A,8.0,4.0,15,0,Normal
192.168.1.99,198.51.100.42,17050,8080,TCP,202,10,1.523,PA,17.0,1.0,99,1,Botnet
192.168.1.58,203.0.113.1,29554,443,TCP,328,26,2.1849,A,3.0,1.0,4,0,Normal
192.168.1.20,203.0.113.22,47873,80,TCP,360,16,1.7987,A,4.0,2.0,0,0,Normal
192.168.1.14,203.0.113.9,21054,80,TCP,194,25,0.4643,A,3.0,5.0,8,0,Normal
192.168.1.47,203.0.113.43,35882,80,TCP,294,9,2.8212,A,8.0,5.0,3,0,Normal
192.168.1.84,203.0.113.88,6925,80,TCP,553,14,0.8849,PA,12.0,1.0,65,1,Phishing
192.168.1.99,198.51.100.42,34689,8080,TCP,210,5,0.9023,PA,11.0,1.0,92,1,Botnet
203.0.113.195,192.168.1.50,47307,80,TCP,114,2084,0.364,S,298.0,1.0,85,1,DDoS
192.168.1.64,203.0.113.30,22111,443,TCP,159,23,3.2731,A,3.0,3.0,7,0,Normal
192.0.2.89,192.168.1.10,59108,6848,TCP,64,3,0.0179,S,448.0,86.0,74,1,Port Scan
192.168.1.100,45.227.254.3,41096,443,TCP,1434,471,46.5958,A,2.0,1.0,98,1,Malware
192.168.1.44,203.0.113.15,15909,443,TCP,1202,8,9.9295,A,4.0,5.0,12,0,Normal
192.168.1.60,203.0.113.46,45141,80,UDP,481,28,2.1528,,8.0,4.0,2,0,Normal
192.168.1.29,203.0.113.88,34162,80,TCP,432,11,0.3362,PA,8.0,1.0,77,1,Phishing
192.168.1.31,203.0.113.21,20993,443,TCP,286,27,0.0182,A,2.0,2.0,4,0,Normal
192.168.1.86,203.0.113.41,44528,22,TCP,385,19,2.0192,A,4.0,5.0,4,0,Normal
203.0.113.195,192.168.1.20,7521,3389,TCP,144,24,3.1134,PA,71.0,1.0,80,1,Brute Force
192.168.1.73,203.0.113.14,27635,80,TCP,1073,18,3.8626,A,1.0,4.0,11,0,Normal
192.168.1.72,203.0.113.46,55125,80,ICMP,406,21,0.0727,,9.0,5.0,3,0,Normal
192.168.1.25,203.0.113.40,57142,443,TCP,609,23,2.4811,A,2.0,5.0,4,0,Normal
192.168.1.72,203.0.113.88,31635,80,TCP,503,10,0.7447,PA,10.0,1.0,80,1,Phishing
192.168.1.40,203.0.113.37,17208,443,UDP,1482,20,2.9961,,8.0,2.0,0,0,Normal
192.168.1.68,203.0.113.3,47960,443,UDP,372,29,7.0179,,7.0,3.0,12,0,Normal
192.0.2.89,192.168.1.10,36011,2267,TCP,64,2,0.0454,S,207.0,89.0,66,1,Port Scan
203.0.113.8,192.168.1.15,39898,80,TCP,3582,15,2.0707,PA,2.0,1.0,34,1,SQL Injection
192.168.1.25,203.0.113.10,30144,443,TCP,674,26,8.8671,A,10.0,5.0,0,0,Normal
192.168.1.93,203.0.113.1,30190,22,TCP,1348,11,4.757,A,10.0,4.0,13,0,Normal
192.168.1.70,203.0.113.37,39707,22,TCP,192,12,7.6471,A,10.0,5.0,12,0,Normal
192.168.1.60,203.0.113.27,32771,80,TCP,1215,3,0.0484,A,10.0,4.0,9,0,Normal
192.0.2.89,192.168.1.10,45981,6646,TCP,64,2,0.0085,S,310.0,62.0,75,1,Port Scan
192.0.2.89,192.168.1.10,40887,3974,TCP,64,2,0.0841,S,315.0,90.0,60,1,Port Scan
192.0.2.89,192.168.1.10,14541,4800,TCP,64,3,0.0538,S,185.0,68.0,60,1,Port Scan
192.168.1.35,203.0.113.8,1671,443,ICMP,1302,28,1.675,,9.0,4.0,0,0,Normal
192.168.1.100,185.156.177.5,22432,443,TCP,1434,121,7.1496,A,4.0,1.0,89,1,Malware
192.168.1.21,203.0.113.18,37257,22,TCP,189,22,0.1906,A,9.0,2.0,8,0,Normal
192.168.1.27,203.0.113.22,36062,443,TCP,581,29,3.5921,A,2.0,2.0,0,0,Normal
192.168.1.99,198.51.100.42,37480,8080,TCP,270,6,1.6481,PA,45.0,1.0,93,1,Botnet
192.168.1.62,203.0.113.12,41581,443,ICMP,1034,22,2.6265,,2.0,5.0,11,0,Normal
192.168.1.32,203.0.113.23,28286,443,ICMP,548,30,0.1555,,8.0,3.0,0,0,Normal
192.0.2.89,192.168.1.10,4120,1669,TCP,64,3,0.089,S,448.0,88.0,61,1,Port Scan
192.168.1.24,203.0.113.37,43297,443,UDP,99,9,9.1125,,6.0,4.0,9,0,Normal
203.0.113.195,192.168.1.50,7386,80,TCP,121,4038,0.8973,S,714.0,1.0,100,1,DDoS
192.168.1.50,203.0.113.1,60922,80,TCP,103,26,6.5397,A,9.0,4.0,5,0,Normal
192.168.1.21,203.0.113.21,28185,53,TCP,135,23,0.322,A,4.0,4.0,11,0,Normal
192.168.1.68,203.0.113.6,59256,80,UDP,315,25,0.4856,,5.0,3.0,9,0,Normal
203.0.113.195,192.168.1.20,63263,22,TCP,215,18,4.8188,PA,101.0,1.0,92,1,Brute Force
192.168.1.96,203.0.113.45,54665,443,TCP,401,14,3.0158,A,1.0,4.0,4,0,Normal
192.168.1.88,203.0.113.34,52626,443,UDP,322,27,1.1771,,6.0,5.0,13,0,Normal
